Problem,nVars,maxVars,nAPIs,time,iaTime,testingTime,usCoreTime,parsingTime,decompositionTime,miniSATTime,miniSATVars,miniSATClauses,miniSATCalls,raSATClauses,decomposedLearnedClauses,UNSATLearnedClauses,unknownLearnedClauses,result,raSATResult,EQ,NEQ
meti-tarski/CMOS/CMOS-opamp-chunk-0061.smt2,3,2,7,900.000273988,21.094961,143.840327,0.0,2.618712,3.128488,0.498927,8598080.0,0.0,1719617.0,859808.0,0.0,0.0,859808.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0202.smt2,3,2,9,0.004,0.0,0.001,0.0,0.0,0.0,0.0,28.0,6.0,8.0,12.0,8.0,4.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0302.smt2,3,2,7,900.000497989,15.539124,125.864582,0.0,2.11959,3.499237,0.4449,10027280.0,0.0,2005456.0,1002728.0,0.0,0.0,1002728.0,sat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0309.minismt.smt2,3,2,8,900.001044989,65.143622,95.3249480001,0.0,5.299465,2.152826,1.083913,10304734.0,0.0,1873589.0,936794.0,0.0,0.0,936794.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0052.minismt.smt2,3,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,0.0,2.0,0.0,unsat,unsat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0062.minismt.smt2,3,2,7,900.000802993,42.333689,171.550308,0.0,3.309811,4.780684,0.680967,7632490.0,0.0,1526498.0,763249.0,0.0,0.0,763249.0,unsat,unknown,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0339.minismt.smt2,3,2,7,900.001199999,85.695007,81.068501,0.0,0.625932,1.698801,0.285958,3030372.0,0.0,673417.0,336708.0,0.0,0.0,336708.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0166.smt2,3,2,3,0.052992,0.009999,0.024996,0.0,0.001,0.010998,0.0,182.0,428.0,114.0,432.0,407.0,6.0,19.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0289.smt2,3,2,7,900.001614996,49.603112,195.030743001,0.0,4.395821,3.810849,0.880961,5888920.0,0.0,1177785.0,588892.0,0.0,0.0,588892.0,unsat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0261.minismt.smt2,3,2,7,900.000854997,44.066349,162.864733,0.0,3.301896,2.701891,1.619929,4206456.0,0.0,934769.0,467384.0,0.0,0.0,467384.0,sat,Timeout,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0269.minismt.smt2,3,2,3,0.004,0.0,0.001,0.0,0.0,0.001,0.0,8.0,2.0,2.0,4.0,4.0,0.0,0.0,sat,sat,0,0
meti-tarski/CMOS/CMOS-opamp-chunk-0059.smt2,3,2,7,900.000486989,23.858088,156.518353,0.0,3.01863,3.366499,0.648911,8187470.0,0.0,1637495.0,818747.0,0.0,0.0,818747.0,sat,Timeout,0,0
